V1,V2,V3,V4,V5,V6
10491.644,10896.626,11348.656,11628.744,12067.211,12448.168
4818.2197,4826.519,4825.279,4815.715,4861.9165,4792.405
3353.2617,3362.6475,3372.5132,3377.5957,3397.0164,3401.2444
3443.057,3546.111,3714.6177,3849.7773,3964.7183,4057.9453
2733.9106,2804.7314,2864.4175,2906.6167,2977.7344,3057.029
2243.6975,2386.0327,2501.6724,2579.1982,2692.5781,2806.522
6706.819,6886.8438,7082.8833,7181.5337,7377.0835,7564.1543
2051.3926,2130.8684,2225.913,2292.7769,2399.0698,2485.809
2034.9498,1915.8037,1699.931,1647.2616,1433.3455,1336.6858
6582.419,6579.3813,6537.4775,6607.5806,6639.1436,6706.825
1914.444,1927.4282,1908.3688,1934.7772,1926.3616,1932.0026
7397.715,7682.2783,7908.5894,8080.24,8291.47,8543.017
3697.9163,3693.07,3731.6042,3709.5332,3729.8955,3823.9036
1374.7769,1368.3676,1371.7771,1365.8123,1366.8596,1374.8054
5484.726,5908.86,6154.5244,7041.938,7244.771,7310.9077
2083.129,2211.3643,2310.3984,2390.5286,2539.02,2653.6792
1552.7837,1534.3005,1518.0531,1503.9205,1486.9562,1480.0559
8178.539,8493.491,8765.138,8971.754,9246.853,9726.13
826.8077,894.2823,902.13696,925.5843,918.3422,1047.3129
2299.524,2324.0203,2398.3296,2429.1091,2476.3545,2521.767
15196.629,15424.588,15811.814,15990.903,16531.861,16596.232
5551.226,5734.686,5858.4824,5976.019,6109.4536,6358.2314
11166.554,11825.939,12522.857,13032.772,13777.965,14506.481
1344.209,1352.6759,1396.7482,1425.5981,1441.6603,1454.644
3344.8442,3385.1372,3417.6208,3455.818,3525.02,3571.2263
3384.6157,3462.4424,3508.2422,3566.6396,3661.2183,3729.899
1966.7247,2029.6177,2102.0974,2176.8848,2229.2598,2296.6978
6258.539,6597.938,7013.0225,7264.436,7667.819,8096.914
1630.7388,1723.4773,1802.4917,1863.2432,1938.152,2020.4329
8569.936,9409.529,10035.765,10736.755,11288.793,12126.8125
2872.6382,3125.4348,3431.253,3632.0845,3936.8013,4208.816
4752.1387,4990.3633,5212.548,5360.737,5587.9697,5804.618
2631.4954,2748.1987,2906.204,3001.7812,3165.2434,3332.8284
8206.206,8663.778,8877.883,9306.134,9430.119,9842.546
3443.9412,3500.7053,3516.507,3558.7612,3592.6292,3660.3125
16602.18,17416.516,18265.395,18868.713,19742.004,20335.215
2604.6965,2699.078,2828.532,2907.517,3051.4712,3167.8728
15512.913,16186.965,17012.71,17512.422,18314.402,19167.457
1990.5433,2067.7268,2169.5088,2221.2932,2344.2,2421.4905
2603.4966,2645.841,2683.9294,2711.557,2751.1829,2788.998
4868.7095,4887.686,4830.4487,4863.101,4865.5933,4934.9385
1688.4131,1843.0376,1975.3354,2093.7495,2227.5432,2344.004
3188.683,3194.9202,3201.4617,3213.4272,3228.3618,3224.981
2289.186,2316.0522,2341.0264,2371.379,2397.995,2411.8745
5576.8267,5691.2646,5774.445,5825.3354,5989.936,6110.6274
1564.6544,1592.4526,1627.7909,1645.7875,1696.1364,1735.4048
4575.989,4594.1924,4574.221,4629.7627,4621.2954,4558.7173
8918.434,9002.47,9123.175,9242.65,9346.797,9417.494
2033.4146,2044.6564,2023.7571,1980.2003,1998.9076,2032.1635
2201.7964,2236.134,2261.3777,2297.0823,2318.062,2333.0762
5835.7188,5914.035,5902.948,5977.814,6010.292,5970.595
9910.719,10069.177,10285.148,10402.008,10610.496,10821.17
1007.02747,1005.56635,1010.8757,1011.13025,1010.9781,1012.24274
4181.222,4202.8135,4214.2,4211.367,4268.705,4295.8633
4170.0464,4311.903,4425.682,4502.3193,4649.4453,4733.5303
2973.3774,3100.6558,3211.5884,3305.0525,3418.6543,3512.2412
8410.026,8500.517,8570.797,8601.179,8668.786,8775.153
1365.1974,1367.4498,1369.7949,1371.9921,1374.896,1376.7429
2947.9592,2962.7473,3005.7842,3031.6433,3058.0193,3078.3582
2727.463,2740.9624,2771.5586,2781.3862,2785.033,2843.0596
7654.108,7952.3687,8247.593,8507.629,8814.519,9120.919
11446.064,11869.359,12422.551,12731.208,13243.811,13809.096
13660.721,14340.135,15044.738,15533.066,16285.16,17023.28
2092.439,2100.5957,2089.5671,2090.1294,2095.0823,2110.4055
1477.198,1431.825,1386.3438,1328.4811,1285.2109,1276.0962
15458.947,16136.156,16931.78,17494.59,18408.6,19164.002
1201.9783,1186.9336,1188.4076,1181.4414,1179.8877,1183.7108
3893.566,3888.7268,3893.5295,3908.011,3901.346,3882.3289
4944.6147,4957.3394,4939.062,5087.5254,4998.7803,5073.674
4501.7856,4580.2544,4591.0312,4685.2056,4688.552,4786.972
3478.0103,3550.4263,3565.8206,3584.6545,3686.8267,3740.5034
6346.1196,6271.5244,5757.3545,5782.606,5387.0522,5588.502
4944.007,4939.1533,5004.4805,5073.8467,4923.264,4971.9233
1581.7874,1612.9786,1718.8066,1760.8716,1839.4045,1853.8917
4120.1167,4161.914,4193.4507,4230.922,4293.008,4304.827
6224.008,6448.01,6885.3555,7207.1133,7790.0024,7934.086
12593.79,13345.024,14081.578,14638.18,15362.841,15782.352
6475.913,6748.6333,7072.1875,7252.086,7569.627,7831.795
13694.719,14056.9795,14431.022,14626.187,15282.179,15602.862
5184.34,5289.2456,5321.0664,5474.1196,5645.0483,5656.5503
2160.3967,2171.9736,2160.7563,2177.1091,2177.533,2181.4768
1094.6693,1096.9438,1117.9645,1137.1978,1148.8107,1170.5885
3885.4036,3891.0525,3884.0198,3891.1328,3886.135,3884.9197
1346.1371,1338.2677,1330.6958,1333.1407,1318.4193,1316.8496
11141.347,11408.406,11829.1875,12278.152,12389.878,12688.509
4901.7207,5109.4136,5363.9004,5517.8687,5764.96,6027.866
2102.6184,2108.6257,2110.052,2103.5159,2118.3079,2130.6074
1960.3833,1992.16,2030.9569,2054.9902,2094.7573,2128.1401
4883.965,4966.2754,5048.5493,5129.676,5193.4243,5271.8286
17044.314,17673.6,18177.645,18593.223,19141.03,19680.416
1193.2329,1197.8086,1204.4512,1206.6941,1215.5605,1219.8809
2316.6863,2334.973,2352.334,2356.5361,2396.0151,2396.1318
3733.5137,3845.2192,3938.808,3964.8608,4118.6816,4192.2915
5293.0684,5298.2695,5318.531,5319.643,5349.373,5328.469
3237.179,3350.7905,3459.3162,3559.9775,3664.6208,3776.482
5467.003,5456.876,5439.485,5413.58,5421.5825,5419.79
1330.1979,1325.5891,1309.6715,1309.5067,1301.359,1290.5916
7991.96,7994.317,8046.702,8044.043,8052.075,8100.448
8289.798,8290.327,8677.249,8884.622,8725.426,8815.416
2818.9084,2822.4412,2828.8936,2832.921,2837.7231,2838.9097
12815.055,13509.888,14183.13,14626.281,15355.918,16067.461
13863.401,14763.35,15636.289,16233.484,17163.807,17960.979
9927.908,10193.695,10470.296,10661.448,10956.203,11245.431
1110.5753,1134.5786,1147.7372,1157.3344,1178.5884,1197.6965
5952.2217,5949.103,6011.064,6027.57,6086.8413,6084.4375
4066.0615,4305.615,4528.748,4698.211,4953.3555,5121.5283
2186.2314,2376.0632,2658.2568,2812.9175,3106.0825,3300.0042
4315.6885,4358.2993,4399.247,4441.3413,4475.8623,4512.4067
1880.5566,1944.2911,2015.7072,2066.1968,2142.3135,2211.267
4347.2207,4664.1733,4931.5146,5157.479,5413.1323,5570.06
2893.7888,3058.61,3202.3423,3403.561,3473.999,3574.4963
6743.585,7154.032,7533.4756,7738.5254,8201.185,8552.582
1803.7393,1845.0219,1893.6152,1971.5222,1989.0494,2013.4823
6262.0156,6386.2295,6489.3296,6687.4336,6770.854,6868.6084
5323.905,5453.373,5563.5728,5655.895,5900.2314,5898.479
1711.3013,1715.7125,1726.1841,1719.6886,1731.3967,1743.599
1219.9363,1225.456,1238.3801,1252.8634,1249.631,1263.7466
6431.5474,6769.949,7050.342,7375.354,7740.9863,8069.8086
7039.293,7253.408,7220.722,7378.596,7390.566,7536.09
4860.945,5036.274,5249.264,5593.017,5774.255,5869.5737
7180.9805,7520.4146,7741.327,7821.8833,8252.146,8424.219
2669.8733,2754.2861,2892.5845,2978.467,3114.7236,3229.4124
10266.537,10535.472,10670.172,10869.533,11139.322,11350.358
10047.801,10370.756,10807.027,11068.375,11534.291,11950.679
2582.3118,2699.4326,2806.0032,2904.7397,2999.4326,3060.9746
12087,12421.054,12953.399,13396.515,13636.178,13877.566
1309.6357,1348.3741,1381.3497,1419.8907,1441.4353,1465.4844
10429.257,10977.341,11481.718,11927.607,12421.391,12783.992
9603.65,10410.338,11182.057,11864.668,12698.314,13096.396
1083.5134,1248.9102,1158.2429,1295.919,1284.5934,1204.3997
11127.439,11533.148,12186.662,12508.3955,13065.521,13549.331
3839.9014,3960.6096,4185.454,4293.669,4500.171,4702.454
7145.158,7051.45,7160.812,7101.8936,7374.5156,7428.7305
1053.5829,1072.1228,1095.384,1131.5143,1146.9276,1160.6511
9763.224,10341.037,11114.484,11877.738,12317.848,13004.311
7183.163,7618.1636,7962.8496,8234.876,8697.322,9110.641
4505.6177,4653.7905,4927.448,5030.942,5301.0757,5419.1562
2446.7517,2568.984,2647.963,2782.7642,2843.2107,2877.1216
6466.922,6658.38,6867.6973,7047.2563,7245.8213,7331.4395
18512.338,19237.48,20121.564,20569.861,21951.824,22565.246
4166.8774,4510.865,4910.049,5116.343,5561.9287,5903.4062
5971.071,6552.301,7179.1104,7596.898,8250.006,8749.298
10813.311,11203.422,11668.614,11990.682,12472.806,12903.023
14465.885,15329.531,16443.377,17084.57,18124.04,18836.797
2083.1113,2209.736,2369.8765,2526.0469,2616.5796,2728.5098
10410.0625,10913.404,11372.025,11751.771,12337.57,12668.249
14239.351,15007.467,16026.822,16529.629,17527.355,18406.016
4009.38,4271.145,4519.1436,4710.6143,4956.0103,5236.7607
2408.8533,2457.7385,2519.7312,2576.671,2601.7756,2676.061
5381.487,5579.3545,5687.8896,5757.5273,6018.3315,6150.9727
4892.6777,5100.3965,5378.3135,5566.616,5942.2495,6191.21
3098.6265,3157.0854,3082.207,3165.3296,3217.9448,3095.641
6570.8457,6976.324,7380.538,7641.371,8082.567,8398.128
1237.6622,1276.0116,1300.1628,1313.647,1358.8704,1393.491
6916.354,7053.7817,7280.1914,7464.0947,7545.664,7622.7676
6386.8955,6783.6895,7140.6514,7416.8164,7848.222,8244.68
5315.963,5480.771,5649.4746,5697.2993,5881.673,6056.3936
3725.9197,3800.4814,3878.8235,3895.4106,4006.6978,4098.862
1681.6368,1744.3821,1801.3484,1836.2072,1907.468,1959.0366
10774.843,11400.248,11808.543,12338.338,12741.204,12977.169
2750.0344,2814.3083,2885.127,2911.0024,2992.5205,3046.1643
9157.78,9786.367,10465.67,11112.652,11687.268,12116.764
8891.065,9019.3,9409.335,9620.293,9909.695,10072.868
10026.163,10220.17,10405.251,10552.896,10763.861,10966.309
5493.6924,5415.649,5669.8574,5699.035,5842.067,6001.162
7428.7812,7931.5366,8657.51,9427.648,9920.123,10493.967
4837.2446,5081.1797,5376.7114,5560.6807,5856.414,6164.1113
8296.235,8311.268,8303.874,8310.829,8338.979,8383.637
5320.748,5165.612,4944.448,4945.784,4854.902,4818.357
5354.5244,5539.7285,5709.6494,5857.905,6068.563,6177.704
3831.4297,3952.9468,4111.831,4214.7188,4389.011,4514.019
3433.6543,3562.5295,3654.4094,3747.1436,3912.5117,3982.043
9310.686,9933.004,10712.04,11006.486,12018.329,12642.837
5334.7764,5659.598,6131.408,6308.5293,6857.244,7131.9214
4268.044,4552.6323,4788.1787,4954.3115,5382.506,5485.62
18818.9,20294.95,21652.824,22521.68,23983.234,25148.293
20527.088,22037.746,23566.307,24496.656,26204.2,27561.773
3925.0796,4300.3486,4543.4204,4795.8076,5111.0845,5369.3984
2829.846,2936.2827,2960.242,3021.1084,3103.6548,3125.3428
7320.8813,7298.151,7285.0317,7318.95,7275.4746,7260.9175
1602.3862,1615.6694,1607.8823,1606.3518,1549.7734,1610.1177
12333.721,12765.41,13224.929,13510.219,13926.135,14261.613
3217.94,3379.5017,3540.071,3615.8516,3829.4912,3963.291
5299.131,5642.7334,5995.0454,6229.323,6571.289,6984.564
4792.7583,5052.902,5374.632,5581.003,5940.5474,6194.6943
13355.764,14072.475,15024.615,15582.277,16430.535,17234.537
10353.575,10860.783,11485.291,11904.71,12408.084,12902.568
7501.076,8157.5566,8820.3955,9216.656,9849.577,10565.567
11678.615,12204.754,12741.395,13114.643,13680.505,14246.167
7995.2056,8280.99,8665.523,8856.814,9168.948,9434.828
11492.219,11794.31,12002.34,12121.908,12535.723,12829.752
7277.3325,7615.858,7999.101,8220.365,8590.171,8916.737
4296.3,4379.418,4511.245,4562.242,4727.6816,4798.9365
2850.2063,2937.1797,3019.7773,3054.9565,3164.0269,3259.8572
12231.34,12957.017,13644.127,14118.838,14829.151,15408.904
4262.6904,4220.236,4218.508,4235.073,4125.509,4122.309
4909.745,5038.8154,5168.9727,5258.345,5457.854,5505.868
1525.5251,1569.4637,1630.0449,1673.5441,1726.3511,1775.8044
1733.252,1786.5115,1867.0269,1919.176,2001.3501,2068.1792
9569.708,10161.109,10857.337,11366.975,12134.227,12532.627
3647.3804,3844.3174,4148.1836,4296.0874,4681.9443,4869.2314
7959.0186,8007.5264,8053.207,8080.9,8143.431,8196.684
1148.9027,1150.7548,1150.4921,1156.2667,1152.443,1149.0111
1229.313,1227.6707,1237.8502,1246.9403,1247.396,1255.4382
7219.211,7391.892,7491.302,7566.188,7772.867,7855.327
11748.615,12020.298,12240.7,12436.073,12692.209,12872.692
7373.4824,7567.9424,7799.0557,7905.7407,7994.994,8231.359
8612.834,8941.689,9143.766,9245.439,9636.06,9787.449
2308.6094,2410.004,2560.4028,2686.869,2828.7483,2925.988
1688.6433,1758.5077,1822.7775,1866.2887,1938.8645,2010.7065
2800.851,2860.3992,2805.612,2827.5842,2754.1272,2837.7175
5563.8496,5646.874,5673.3286,5765.117,5797.735,5963.561
1832.8737,1957.338,2073.8257,2182.9375,2283.0195,2354.425
1487.7749,1524.7546,1590.1814,1603.3448,1674.0847,1705.154
5521.894,5654.7896,5923.421,6107.22,6348.9985,6507.8867
2757.3835,2764.751,2768.592,2770.6748,2778.1682,2773.754
2395.1355,2562.609,2693.9043,2792.7666,2961.6147,3132.8213
3092.7383,3276.2832,3462.2822,3580.7095,3781.34,3974.689
3387.2903,3542.4126,3665.5981,3760.3625,3921.1016,4042.3882
2277.8892,2348.2188,2436.9666,2507.4175,2598.3726,2680.6738
3638.271,3830.117,4057.0854,4178.9067,4400.4346,4618.391
4079.365,4379.286,4661.7524,4860.8633,5150.001,5446.5957
6300.8726,6681.8516,7088.2256,7292.2197,7751.555,8085.567
10869.918,11447.951,12168.136,12325.484,12854.357,13687.948
1684.1765,1784.6305,1889.2837,1971.3864,2102.163,2190.5684
4553.614,4741.582,4890.848,4973.2617,5161.2314,5324.6704
7427.411,7749.04,8042.1274,8255.105,8564.793,8809.547
7099.3086,7662.24,8318.069,8748.875,9411.173,10132.468
1719.0942,1821.137,1918.5815,1989.094,2080.4585,2174.6519
10913.568,11269.685,11860.826,12147.148,12661.82,13052.266
14609.844,15069.822,15373.135,15666.8,16111.338,16595.592
8004.867,8536.732,9083.83,9474.843,10024.2,10684.967
1300.4246,1338.9458,1375.4823,1400.6704,1438.4597,1469.2244
4787.4434,4890.396,4988.5083,5056.797,5157.862,5240.785
8257.347,8631.273,9003.08,9277.163,9680.957,9969.658
2197.753,2247.0063,2292.275,2325.4407,2370.9658,2416.492
2024.2185,2104.7715,2168.8687,2235.3953,2305.108,2378.3823
10176.113,10931.738,11466.932,11829.811,12807.168,13318.857
4012.849,4182.9014,4347.093,4458.6606,4621.8574,4787.846
1481.0846,1528.0983,1585.2368,1620.6616,1677.754,1737.1202
3484.3672,3644.8184,3834.3228,3926.7964,4109.501,4294.5405
2456.9976,2550.7776,2646.4382,2695.396,2794.6528,2891.1082
3843.4824,4049.4683,4290.1514,4445.7964,4676.929,4898.9956
5516.9062,5555.1387,5628.2603,5640.6543,5715.7026,5789.19
1647.5923,1695.9722,1725.6083,1754.5331,1793.0369,1842.8357
5151.662,5355.378,5534.5703,5657.5464,5834.0283,6045.2197
2338.4854,2454.4707,2613.836,2711.538,2882.246,3042.859
5309.026,5553.4053,5777.315,5882.521,6142.719,6354.127
12044.725,12508.702,12952.225,13148.695,13409.858,14056.214
2514.2751,2555.963,2580.6272,2597.6736,2623.4197,2682.4111
2245.4353,2358.5332,2517.3286,2577.7622,2766.5947,2924.3643
4496.8823,4936.5547,5198.576,5393.062,5793.202,6083.342
10404.838,10850.316,11102.944,11193.527,11666.283,12092.428
4269.25,4452.093,4408.9644,4567.199,4549.427,4531.175
788.0934,677.58374,595.62256,524.80786,462.50464,499.40063
2812.3306,2920.8413,2990.4841,3089.9624,3125.7668,3180.1292
9066.091,9290.347,9492.173,9908.115,9836.576,10117.801
6681.6484,6900.2803,7118.6094,7263.11,7485.4146,7693.3364
3723.6096,3911.0603,4082.6064,4212.86,4392.4917,4528.7803
2912.7808,3079.5654,3236.4824,3347.2134,3507.9893,3672.9595
11153.069,11595.872,12038.965,12394.713,12674.406,13221.646
3177.4438,3223.471,3281.781,3298.3457,3346.4053,3408.0876
2579.7417,2624.0293,2664.3752,2654.2163,2758.584,2816.029
1675.5922,1711.2262,1749.3625,1769.3512,1797.5911,1897.9158
3631.422,3848.4,4056.6863,4197.4434,4399.2505,4617.3857
2586.3499,2725.0044,2885.7847,2972.5784,3134.9412,3301.4915
3649.1787,3877.8408,4105.376,4281.8823,4493.678,4727.561
2487.129,2633.9053,2773.0469,2868.9304,3012.732,3129.9517
9140.219,9405.294,9556.619,9667.588,9922.155,10129.412
2195.0503,2282.446,2385.865,2455.2808,2556.9932,2658.5754
1600.5605,1627.8839,1642.0878,1658.7158,1668.9288,1678.2926
1797.9801,1796.125,1790.0247,1789.5829,1786.6998,1788.26
1181.142,1183.5208,1175.3567,1176.252,1174.6881,1171.4114
1582.5681,1583.7894,1599.5543,1587.6902,1607.8468,1628.0765
2607.4587,2670.7976,2742.3315,2790.5234,2883.8208,2917.1943
14873.221,15490.141,16133.799,16590.682,17252.148,17701.53
14809.448,15516.733,16337.541,16780.291,17608.424,18458.371
1837.2529,1908.311,2041.3091,2124.4678,2261.8828,2311.6267
9400.093,10292.2,11221.637,12068.658,12760.074,13660.611
10431.199,11017.706,11712.352,12613.657,12944.311,13069.082
10173.621,10339.148,10246.673,10341.761,10421.463,10569.385
3465.5603,3677.1826,3882.833,4093.5942,4266.6304,4415.518
2828.5945,3003.6758,3181.2935,3316.482,3505.359,3661.1938
4730.6553,5091.5933,5469.665,5848.9277,6165.701,6389.474
16490.17,17591.045,18904.535,19787.035,21134.078,22046.688
9205.369,9947.502,10505.671,10999.516,11527.018,12075.805
13616.568,13935.819,14561.582,15174.608,15470.454,15945.609
9944.271,10611.501,11462.414,12119.841,12962.405,13746.793
11093.311,11886.553,12831.645,13485.925,14465.586,15339.953
4512.429,4571.303,4618.6323,4678.451,4760.563,4744.1494
3753.3955,3927.7275,4178.4404,4374.163,4606.5815,4756.409
5712.073,6006.669,6334.003,6561.953,6838.0493,7147.994
3315.4077,3600.5425,3818.607,3963.5884,4271.8657,4504.6406
3468.3745,3680.523,3900.5366,4040.6133,4276.17,4442.1313
2341.4058,2385.0771,2420.092,2443.7158,2489.035,2514.932
2713.8152,2873.6877,3045.1284,3165.3083,3346.0066,3475.1707
2097.6084,2178.602,2257.7922,2320.267,2406.5796,2484.6597
3583.6255,3700.0728,3808.342,3884.232,4001.7017,4092.5063
4527.2896,4594.749,4619.853,4619.401,4743.7744,4719.5293
2735.9077,2838.9673,2959.8875,3058.7405,3155.8816,3240.2576
3529.538,3698.6924,3893.9258,4037.082,4228.8467,4366.8896
4114.7144,4408.948,4683.1006,4844.21,5152.183,5379.1396
2085.1733,2204.6104,2296.4258,2375.2139,2498.3704,2589.1567
2813.546,2977.736,3083.7788,3218.8804,3342.194,3447.0615
4845.789,5151.549,5454.3965,5671.133,5995.977,6318.586
3224.1694,3524.2827,3868.9365,4058.9387,4460.45,4771.168
2863.1167,2906.7175,2985.9548,3104.264,3159.3452,3242.9243
19298.852,20598.326,21742.543,22328.656,23937.89,24799.86
2277.3235,2395.888,2539.0093,2627.6309,2768.8765,2918.436
2623.0918,2674.4438,2727.1711,2762.0989,2819.3804,2864.1777
7608.007,7934.87,8306.528,8551.742,8982.624,9298.602
1396.5222,1491.3752,1585.4004,1649.9363,1750.4985,1859.8762
4201.4473,4498.718,4766.9307,4962.9663,5255.961,5442.662
6838.9927,7147.315,7542.116,7784.3735,8195.59,8569.063
2091.856,2184.8513,2248.8845,2323.851,2396.9146,2452.7893
15690.904,16444.1,16599.162,16800.855,17830.625,18619.52
1704.1693,1802.799,1830.4194,1794.0941,1982.3169,2034.5856
1487.23,1496.505,1665.0499,1796.9293,1850.3292,1959.3232
5038.6235,5245.371,5537.5547,5757.913,6104.9565,6324.8457
4201.944,4558.159,4742.71,5144.4873,5565.834,5576.8574
590.4428,555.994,738.12317,764.54297,842.6577,919.4197
6702.9497,6599.862,7028.735,7355.2036,7346.9736,7072.9346
6611.3945,6664.4814,7335.8857,7857.7056,8767.119,8356.129
2747.0225,2935.9434,3105.148,3245.0625,3482.355,3637.8452
3848.8179,4016.069,3996.0117,4001.2952,4112.862,4366.242
1053.1643,1149.1115,1219.4885,1262.4287,1332.5573,1434.4259
10200.265,10225.27,10359.283,10538.374,10562.111,11039.661
6517.682,6821.5977,7015.007,7184.367,7402.924,7634.7334
9013.325,9371.226,10318.656,10958.303,11103.361,11542.928
2075.7422,2213.6797,2342.7212,2448.9163,2512.8467,2635.5493
6366.7676,6562.5083,6687.7227,6791.1475,7134.4746,7284.7095
2875.2256,2980.6353,3067.751,3109.4666,3181.6274,3301.151
1352.7875,1379.3688,1385.2823,1427.6669,1426.526,1447.8682
2420.6594,2509.1306,2597.389,2663.6343,2722.7502,2822.9763
2235.1963,2393.0354,2553.0166,2696.6191,2870.5156,3045.4028
21248.639,22127.6,23140.723,23472.07,25306.963,25671.209
11180.044,11625.545,11961.841,12222.724,12941.684,12929.287
17105.434,17762.531,18635.545,18982.371,20284.988,20770.791
3146.6326,3391.0354,3666.6665,3858.5908,4165.706,4464.5107
5096.62,5280.166,5419.5947,5524.5435,5786.2036,5902.243
3785.1606,3995.914,4268.4824,4422.2983,4688.3555,4887.093
5196.01,5562.175,5916.36,6147.697,6517.1978,6733.5713
6119.129,6441.0054,6830.9473,7073.546,7463.6436,7869.6367
2053.2927,2117.1682,2176.296,2206.9993,2287.1355,2386.6208
2718.6165,2921.2388,3090.377,3241.262,3381.4565,3514.2163
978.0889,999.9741,1006.0142,1018.1715,1023.73065,1081.2249
1461.5554,1572.9529,1685.4292,1762.4292,1874.8118,1969.0491
9879.221,10125.74,10584.033,10846.104,11284.171,11650.245
18241.373,19006.078,19857.996,20453.523,21322.797,21926.98
2625.7866,2757.5454,2853.0342,2974.954,3086.7256,3194.9917
1515.6387,1558.5315,1601.9447,1622.7454,1662.8563,1717.0198
8498.2295,9020.702,9670.793,10107.584,10799.41,11524.303
1807.3169,1938.8416,2075.6382,2170.1152,2315.8806,2458.8623
2746.5415,2867.8933,3031.921,3132.1787,3310.0273,3451.6484
1945.6943,1990.518,2063.7493,2094.6477,2174.568,2246.2585
8123.3105,8490.949,8990.881,9702.936,9784.016,10154.871
2577.6782,2675.5361,2899.1147,2924.3403,3156.9614,3281.3638
3972.3362,4251.075,4532.913,4700.6377,5101.7466,5250.0684
4842.466,4922.533,5029.4014,5080.8784,5188.58,5295.9873
5470.873,5697.398,5977.4023,6113.754,6453.097,6710.6836
7627.7817,7937.5244,8248.651,8352.902,9298.951,9806.861
5569.4966,5729.3438,5913.2393,6038.2153,6236.8657,6405.5537
2841.1462,2922.5,2985.5374,3042.5703,3077.1902,3159.783
3015.6204,3086.3513,2927.8984,2845.595,2922.7756,3015.1606
3012.5754,3083.149,2924.767,2842.4944,2919.6274,3011.8076
2632.7805,2820.7466,3054.2192,3146.0527,3476.779,3609.6326
3981.0793,4049.708,4112.901,4235.1387,4115.785,4336.836
2196.9404,2438.9644,3448.254,3665.6885,4015.8306,4687.7437
5557.881,5569.2153,5568.192,5610.0376,5614.554,5548.982
1616.2628,1680.0793,1768.2493,1834.1215,1925.2836,1999.7937
3380.0283,3516.1719,3618.7815,3676.4272,3806.7622,3948.3345
2979.2498,3100.371,3193.7563,3303.887,3362.249,3506.005
8778.388,9485.012,10169.684,10621.293,11363.936,12088.334
1751.2673,1873.957,1496.6353,1675.9463,1835.8208,1304.1152
2660.9363,2750.8975,2879.6543,2996.6426,3035.3833,3120.8477
8472.016,9020.187,9628.859,10014.267,10644.197,11261.097
1727.0768,1803.0575,1853.7148,1903.147,1966.0159,2023.4017
5818.151,6052.629,6285.1636,6454.511,6703.6104,6969.0547
2810.084,2973.2578,3110.4736,3256.1416,3313.3013,3490.579
9417.649,9864.926,10280.18,10593.247,11092.365,11363.264
3427.683,3670.7742,3624.5063,3833.4185,3965.0955,4301.748
5154.2417,5281.809,5597.896,5713.067,5979.7886,6320.366
5100.983,5194.487,5404.328,5476.879,5590.1475,5817.694
3584.2427,3681.1682,3751.7156,3788.3738,3907.4175,4019.7803
3229.2048,3325.7996,3513.5625,3695.3147,3821.3062,3983.5332
2424.7612,2593.1304,2713.9375,2815.456,2996.7249,3183.8462
3315.2017,3541.706,3705.868,3816.5845,4060.2761,4231.75
10428.641,10562.707,12681.888,16015.0205,16527.934,17062.098
8999.325,9454.783,10614.139,11086.759,12400.325,12691.537
3249.113,3418.1357,3631.4043,3746.365,3953.9365,4155.292
7278.0513,7666.7373,7871.471,8109.501,8465.652,8703.232
3894.3384,3914.2815,3999.6682,4033.3066,4111.112,4163.373
8569.564,9093.665,9479.827,9707.48,10203.993,10480.078
4872.241,5233.105,5615.9336,5840.121,6315.881,6693.9277
3151.7249,3159.6382,3167.0771,3162.0535,3176.9448,3201.0037
5721.304,5876.7603,6043.9644,6113.825,6400.027,6529.8374
1856.9843,1877.7009,1904.989,1938.9896,1949.8104,2011.98
4575.5156,4597.649,4604.504,4605.3027,4628.5586,4663.8774
3599.3625,3798.9038,3966.9202,4103.178,4355.746,4517.24
8726.57,8851.634,8997.666,9059.793,9284.799,9406.322
2481.1572,2488.6118,2487.329,2494.8772,2493.2617,2498.8845
1016.7334,1015.97974,1009.04486,1012.72485,1005.2464,1001.9609
3345.5103,3347.3923,3349.742,3352.783,3355.6187,3350.5645
2904.5903,2901.1028,2919.4268,2933.8142,2933.2935,2932.7278
2736.3657,2786.0547,2854.6,2915.655,2958.3418,2979.9897
2392.012,2413.9082,2446.8171,2467.5288,2493.198,2519.4658
9977.338,10218.554,10375.342,10491.76,10711.692,11013.116
9518.374,9487.834,9357.415,9414.375,9297.189,9222.269
1059.5564,1054.8519,1046.0581,1057.5323,1047.3275,1025.1526
8060.9336,8098.247,8113.1294,8214.034,8163.7573,8143.435
1615.8057,1683.9443,1793.6641,1842.1377,1960.5823,2040.2871
10278.693,10267.712,10353.975,10367.202,10405.202,10446.394
1777.5292,1806.2706,1832.2124,1840.3716,1859.4204,1940.5573
973.5251,1002.70166,1023.67865,1046.651,1064.2493,1084.4791
2310.5894,2448.65,2675.7979,2799.744,3056.0923,3233.1445
5629.5703,5897.3,6081.3135,6209.883,6488.0093,6703.179
2728.3584,2875.295,3056.5356,3171.272,3352.2427,3550.5095
2266.9607,2362.9482,2556.5454,2629.913,2855.6626,2968.7368
1890.3414,2046.1985,2188.7563,2350.1133,2584.7156,2650.3933
10433.619,11056.566,11518.482,11759.656,12459.913,12985.512
2047.6215,2093.9075,2129.1792,2157.8857,2205.2358,2244.766
1583.8057,1621.6703,1667.6445,1695.1804,1744.6096,1789.4434
